"Vestiging Uniek nr.";"Vestiging Naam";"Vestiging Straat";"Vestiging Huisnr.";"Vestiging Postcode";"Vestiging Gemeente";"Smiley code";"Smiley geldig tot";"Vandaag"
"2205060913";"AD DELHAIZE";"Rue de la Perche";"88";"7340";"Colfontaine";"2027FR00445";"2027/11/26 00:00:00";"2026/01/23 00:00:00"
"2121451366";"SPAR";"Baron Descampslaan";"112";"3018";"Leuven";"2027NL00972";"2027/11/11 00:00:00";"2026/01/23 00:00:00"
"2000262536";"IMAVO";"Kleine steenweg";"5";"2221";"Heist-op-den-Berg";"2027NL00973";"2027/12/09 00:00:00";"2026/01/23 00:00:00"
"2075655587";"Spar Frooninckx P en A";"Gemeentestraat(LIN)";"20";"3210";"Lubbeek";"2027NL00942";"2027/11/11 00:00:00";"2026/01/23 00:00:00"
"2216539377";"EXKI";"Boulevard Simon Bolivar";"7-9";"1030";"Schaarbeek";"2027FR00452";"2027/11/16 00:00:00";"2026/01/23 00:00:00"
"2104340863";"CORA";"Avenue des Communautés";"101";"1200";"Sint-Lambrechts-Woluwe";"2027FR00460";"2027/10/15 00:00:00";"2026/01/23 00:00:00"
"2126694019";"EXKI";"De Keyserlei";"20";"2018";"Antwerpen";"2027NL00954";"2027/12/12 00:00:00";"2026/01/23 00:00:00"
"2131129986";"A.D. DELHAIZE";"Avenue Reine Astrid";"244";"4900";"Spa";"2027FR00449";"2027/12/02 00:00:00";"2026/01/23 00:00:00"
"2060513095";"DELHAIZE BULLINGEN";"Malmedyer Strasse";"21";"4760";"Büllingen/Bullange";"2027FR00450";"2027/11/23 00:00:00";"2026/01/23 00:00:00"
"2176264482";"SPAR Supermarkt";"Eeuwfeestlaan";"74";"2500";"Lier";"2027NL00944";"2027/11/16 00:00:00";"2026/01/23 00:00:00"
"2185317255";"EXKI";"Rue de la Loi";"232";"1000";"Brussel";"2027FR00455";"2027/11/17 00:00:00";"2026/01/23 00:00:00"
"2131698328";"AD DELHAIZE";"rue de Rochefort";"150";"5570";"Beauraing";"2027FR00462";"2027/10/18 00:00:00";"2026/01/23 00:00:00"
"2150771496";"Sint-Elisabeth VZW";"Zwaluwenstraat";"2";"8400";"Oostende";"2027NL00957";"2027/11/19 00:00:00";"2026/01/23 00:00:00"
"2108370521";"DUFRAIS LIERS";"Rue Provinciale";"84";"4042";"Liers";"2027FR00469";"2027/11/22 00:00:00";"2026/01/23 00:00:00"
"2157846063";"Okay Duffel";"Lintsesteenweg";"216";"2570";"Duffel";"2027NL00656";"2027/10/21 00:00:00";"2026/01/23 00:00:00"
"2157091245";"Go.fre";"Breidelstraat";"11";"8000";"Brugge";"2027NL00375";"2027/11/07 00:00:00";"2026/01/23 00:00:00"
"2020489313";"THERMAE PALACE";"Koningin Astridlaan";"7";"8400";"Oostende";"2027NL00379";"2027/11/07 00:00:00";"2026/01/23 00:00:00"
"2086069528";"VANACKEN";"Meesberg";"2";"3220";"Holsbeek";"2027NL00378";"2027/11/07 00:00:00";"2026/01/23 00:00:00"
"2007682838";"AD Delhaize De Haan";"Stationsstraat";"8";"8420";"De Haan";"2027NL00377";"2027/11/01 00:00:00";"2026/01/23 00:00:00"
"2166625850";"ALDI";"Avenue des Musiciens";"5";"1348";"Ottignies-Louvain-la-Neuve";"2028FR00347";"2028/12/21 00:00:00";"2026/01/23 00:00:00"
"2133498964";"QUALITY MEAT RENMANS";"Rue Neuve(B)";"101";"7300";"Boussu";"2028FR00350";"2028/11/20 00:00:00";"2026/01/23 00:00:00"
"2059195677";"TCO Service cuisine Ottignies";"Chaussée de La Croix";"92";"1340";"Ottignies";"2028FR00358";"2028/11/17 00:00:00";"2026/01/23 00:00:00"
"2279619368";"Buurtslagers";"Tessenderloseweg";"12";"2431";"Laakdal";"2028NL00654";"2028/12/09 00:00:00";"2026/01/23 00:00:00"
"2059424123";"Voeding Marina";"Houwaartstraat";"388";"3270";"Scherpenheuvel";"2028NL00666";"2028/10/28 00:00:00";"2026/01/23 00:00:00"
"2144203608";"ALDI";"Erasmuslaan";"20";"1804";"Cargovil-Zemst";"2028NL00657";"2028/10/20 00:00:00";"2026/01/23 00:00:00"
"2239032291";"PIZZA HUT";"Robert Dansaertlaan";"7";"1702";"Dilbeek";"2028NF00030";"2028/12/08 00:00:00";"2026/01/23 00:00:00"
"2266352045";"Tasty Delta";"Boulevard du Triomphe";"201";"1050";"Elsene";"2028FR00359";"2028/12/14 00:00:00";"2026/01/23 00:00:00"
"2146055912";"QUALITY MEAT RENMANS";"Stationsstraat";"94D";"9185";"Lochristi";"2028NL00661";"2028/11/02 00:00:00";"2026/01/23 00:00:00"
"2160778631";"Woonzorgcentrum Herfstvreugde";"Kerkhofstraat";"50";"1840";"Londerzeel";"2028NL00563";"2028/11/19 00:00:00";"2026/01/23 00:00:00"
"2150382805";"IKEA ARLON";"Sterpenich, rue de Grass";"100";"6700";"Arlon";"2028FR00244";"2028/11/13 00:00:00";"2026/01/23 00:00:00"
"2297644839";"PIZZA HUT";"Chaussée de Mons";"18";"1400";"Nivelles";"2028FR00243";"2028/11/13 00:00:00";"2026/01/23 00:00:00"
"2060061353";"CARREFOUR 613 EVERE";"Avenue des Olympiades";"12";"1140";"Evere";"2028FR00354";"2028/10/27 00:00:00";"2026/01/23 00:00:00"
"2050046993";"SPAR";"Sint-Jansstraat";"51";"2910";"Essen";"2028NL00665";"2028/10/18 00:00:00";"2026/01/23 00:00:00"
"2135526957";"ALDI MARKT";"Hoogstraat";"7";"1930";"Zaventem";"2028NL00653";"2028/10/26 00:00:00";"2026/01/23 00:00:00"
"2155368209";"RENMANS";"Bleregemstraat";"1";"1790";"Affligem";"2028NL00658";"2028/11/07 00:00:00";"2026/01/23 00:00:00"
"2143843421";"Carrefour Market (Carrefour Mont-St-Jean)";"Chaussée de Charleroi";"579";"1410";"Waterloo";"2028FR00356";"2028/11/05 00:00:00";"2026/01/23 00:00:00"
"2197140268";"Le Pain Quotidien";"Kalandeberg";"10";"9000";"Gent";"2028NL00525";"2028/04/29 00:00:00";"2026/01/23 00:00:00"
"2188239628";"AD Delhaize Sint-Truiden (Roleos bvba)";"Viaductstraat";"35";"3800";"Sint-Truiden";"2027NL00473";"2027/08/25 00:00:00";"2026/01/23 00:00:00"
"2305578647";"BONAP";"Gentsesteenweg";"144";"9800";"Deinze";"2027NL00966";"2027/12/12 00:00:00";"2026/01/23 00:00:00"
"2317505192";"IZAKAYA WESTLAND";"Sylvain Dupuislaan";"393";"1070";"Anderlecht";"2028FR00096";"2028/05/05 00:00:00";"2026/01/23 00:00:00"
"2133073352";"QUALITY MEAT RENMANS";"Rue de la Libération";"61";"5580";"Rochefort";"2028FR00091";"2028/06/23 00:00:00";"2026/01/23 00:00:00"
"2136611971";"Quality Meat Renmans";"Avenue Marius Renard";"29";"1070";"Anderlecht";"2028FR00094";"2028/06/25 00:00:00";"2026/01/23 00:00:00"
"2179072831";"ALDI";"Antoon Catriestraat";"10";"9031";"Gent";"2027NL00025";"2027/05/24 00:00:00";"2026/01/23 00:00:00"
"2347446619";"Buurtslagers";"Dendermondse Steenweg(O)";"61";"9290";"Berlare";"2027NL00023";"2027/05/24 00:00:00";"2026/01/23 00:00:00"
"2109506411";"ALDI MARKT";"Dendermondsesteenweg";"122";"9040";"Sint-Amandsberg";"2027NL00019";"2027/06/03 00:00:00";"2026/01/23 00:00:00"
"2003788287";"ALDI MARKT";"Turnhoutsebaan";"84-88";"2470";"Retie";"2027NL00011";"2027/06/17 00:00:00";"2026/01/23 00:00:00"
"2029923849";"ALDI MARKT";"Gentsesteenweg";"98";"8530";"Harelbeke";"2027NL00026";"2027/05/19 00:00:00";"2026/01/23 00:00:00"
"2144169954";"Sport Vlaanderen Genk";"Kattevennen";"15";"3600";"Genk";"2027NL00273";"2027/05/23 00:00:00";"2026/01/23 00:00:00"
"2062106766";"ALDI MARCHE";"Rue du Commerce - ATHUS";"13";"6791";"Aubange";"2027FR00159";"2027/06/14 00:00:00";"2026/01/23 00:00:00"
"2081144007";"DE ZEEKAMEEL";"Lombardsijdelaan";"235";"8434";"Middelkerke";"2028NL00212";"2028/02/11 00:00:00";"2026/01/23 00:00:00"
"2016386015";"Otten Joseph";"Henri Dunantstraat";"10";"3620";"Lanaken";"2027NL00572";"2027/10/13 00:00:00";"2026/01/23 00:00:00"
"2127739936";"Colruyt Lede";"Hoogstraat";"44";"9340";"Lede";"2028NL00420";"2028/04/25 00:00:00";"2026/01/23 00:00:00"
"2133076718";"QUALITY MEAT RENMANS";"Doorniksesteenweg";"165";"8580";"Avelgem";"2028NL00184";"2028/07/24 00:00:00";"2026/01/23 00:00:00"
"2137092221";"RENMANS";"Rue de la Déportation(PAU)";"14";"7100";"La Louvière";"2028FR00168";"2028/07/24 00:00:00";"2026/01/23 00:00:00"
"2018335319";"SUPERMARKT ELITE";"Fabriekstraat";"7";"1745";"Mazenzele";"2028NL00177";"2028/08/09 00:00:00";"2026/01/23 00:00:00"
"2234215747";"DVZ Amphora";"Sint-Amandsstraat";"2";"8750";"Wingene";"2027NL00959";"2027/12/23 00:00:00";"2026/01/23 00:00:00"
"2211601681";"FIFLORMA";"Michel Theysstraat";"70";"3290";"Diest";"2027NL00943";"2027/11/15 00:00:00";"2026/01/23 00:00:00"
"2354777245";"Bon'Ap";"Ringlaan(Kor)";"34";"8500";"Kortrijk";"2027NL00960";"2027/10/17 00:00:00";"2026/01/23 00:00:00"
"2271467509";"DUFRAIS";"Avenue Victor Hugo";"3";"1420";"Braine-l'Alleud";"2027FR00468";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2202384703";"AD DELHAIZE ";"Dompelstraat";"0/2";"9300";"Aalst";"2027NL00945";"2027/10/25 00:00:00";"2026/01/23 00:00:00"
"2253261302";"JORAH";"St.-Antoniusstraat";"22";"3078";"Kortenberg";"2027NL00952";"2027/10/26 00:00:00";"2026/01/23 00:00:00"
"2126881584";"PROXY DELHAIZE";"Rue Raymond Noel(B.V.)";"40";"5170";"Bois-de-Villers";"2027FR00446";"2027/11/04 00:00:00";"2026/01/23 00:00:00"
"2336878963";"Buurtslagers";"Zeelaan";"114";"8660";"De Panne";"2027NL00969";"2027/12/18 00:00:00";"2026/01/23 00:00:00"
"2263847465";"DUFRAIS GEMBLOUX";"Chaussée de Wavre";"42";"5030";"Gembloux";"2027FR00464";"2027/12/05 00:00:00";"2026/01/23 00:00:00"
"2108372697";"DUFRAIS SALZINNES";"Chaussée de Charleroi";"22";"5000";"Namur";"2027FR00466";"2027/12/02 00:00:00";"2026/01/23 00:00:00"
"2358533125";"Buurtslagers";"Markt";"18";"2470";"Retie";"2027NL00961";"2027/10/17 00:00:00";"2026/01/23 00:00:00"
"2262675745";"DUFRAIS JEMEPPE";"Rue de la Station";"109";"4101";"Seraing";"2027FR00467";"2027/12/04 00:00:00";"2026/01/23 00:00:00"
"2315400391";"QUALITY MEAT RENMANS";"Chaussée de Bruxelles";"176";"7090";"Braine-le-Comte";"2027FR00441";"2027/12/12 00:00:00";"2026/01/23 00:00:00"
"2312325887";"BUURTSLAGERS PROXY";"Kruiskensstraat";"8";"9750";"Kruisem";"2027NL00962";"2027/12/12 00:00:00";"2026/01/23 00:00:00"
"2203108639";"EXKI";"Place du Luxembourg";"7";"1050";"Elsene";"2027FR00457";"2027/12/23 00:00:00";"2026/01/23 00:00:00"
"2356229176";"Buurtslagers";"Waregemsesteenweg(KRU)";"6";"9770";"Kruisem";"2027NL00963";"2027/10/27 00:00:00";"2026/01/23 00:00:00"
"2352832097";"Bon'Ap";"Etienne Balcaenstraat";"2";"8580";"Avelgem";"2027NL00968";"2027/10/30 00:00:00";"2026/01/23 00:00:00"
"2364008180";"Saint-François";"Rue Bordelais";"269";"4420";"Saint-Nicolas (Lg.)";"2027FR00463";"2027/11/21 00:00:00";"2026/01/23 00:00:00"
"2276533877";"QUALITY MEAT RENMANS";"Leuvenselaan";"497";"3300";"Tienen";"2027NL00949";"2027/11/11 00:00:00";"2026/01/23 00:00:00"
"2328658313";"VERS WILRIJK";"Heistraat";"45";"2610";"Wilrijk";"2027NL00814";"2027/11/24 00:00:00";"2026/01/23 00:00:00"
"2200280001";"LES BOUCHERIES DUFRAIS";"Quai Léopold Herten(ENG)";"14";"4480";"Engis";"2027FR00470";"2027/12/26 00:00:00";"2026/01/23 00:00:00"
"2344333711";"MIDEHO ICE CREAM";"Steenpoort(Kor)";"2";"8500";"Kortrijk";"2027NL00655";"2027/10/16 00:00:00";"2026/01/23 00:00:00"
"2331633342";"Go.fre Katelijnestraat";"Katelijnestraat";"35";"8000";"Brugge";"2027NL00376";"2027/10/17 00:00:00";"2026/01/23 00:00:00"
"2313624895";"Go.fre";"Veldstraat";"64";"9000";"Gent";"2027NL00374";"2027/11/08 00:00:00";"2026/01/23 00:00:00"
"2328678703";"Buurtslagers";"Kouter";"158";"9000";"Gent";"2028NL00656";"2028/10/24 00:00:00";"2026/01/23 00:00:00"
"2157005133";"PIZZA HUT";"Zwijndrechtsestraat";"151";"2070";"Beveren-Kruibeke-Zwijndrecht";"2028NL00562";"2028/11/19 00:00:00";"2026/01/23 00:00:00"
"2287469044";"Buurtslagers";"Stationsstraat";"64";"3020";"Herent";"2028NL00655";"2028/12/09 00:00:00";"2026/01/23 00:00:00"
"2234472204";"Fabiola Food - Cosy";"Avenue Jean Joseph Crocq";"15";"1020";"Brussel";"2028FR00355";"2028/11/05 00:00:00";"2026/01/23 00:00:00"
"2365120118";"DUFRAIS WESTLAND";"Boulevard Sylvain Dupuis";"489";"1070";"Anderlecht";"2028FR00357";"2028/10/26 00:00:00";"2026/01/23 00:00:00"
"2276907724";"Carrefour Market";"Raffelgemstraat";"18";"9300";"Aalst";"2028NL00662";"2028/10/25 00:00:00";"2026/01/23 00:00:00"
"2335659337";"Spar";"Heikantstraat";"129";"2910";"Essen";"2028NL00664";"2028/10/18 00:00:00";"2026/01/23 00:00:00"
"2190792213";"Delitraiteur Brugge KAM";"Stationsplein";"5";"8000";"Brugge";"2028NL00561";"2028/11/07 00:00:00";"2026/01/23 00:00:00"
"2251041782";"ALDI";"Chaussée de Wavre";"1068";"1160";"Oudergem";"2028FR00349";"2028/12/02 00:00:00";"2026/01/23 00:00:00"
"2263877555";"Spar Olen";"Oevelseweg";"76";"2250";"Olen";"2028NL00663";"2028/12/09 00:00:00";"2026/01/23 00:00:00"
"2320655021";"Residence Mathelin";"Rue de la Gare";"49";"6780";"Messancy";"2028FR00222";"2028/05/03 00:00:00";"2026/01/23 00:00:00"
"2209199150";"Colruyt Wépion";"Chaussée de Dinant(WP)";"1320";"5100";"Namur";"2027FR00338";"2027/08/08 00:00:00";"2026/01/23 00:00:00"
"2308414809";"Okay Dessel";"Molsebaan";"50";"2480";"Dessel";"2027NL00476";"2027/08/16 00:00:00";"2026/01/23 00:00:00"
"2147565152";"Colruyt Zoersel";"Zoerselsteenweg";"8";"2980";"Zoersel";"2027NL00474";"2027/08/08 00:00:00";"2026/01/23 00:00:00"
"2127746666";"Colruyt Ieper";"Rijselsepoort";"10";"8900";"Ieper";"2027NL00477";"2027/08/08 00:00:00";"2026/01/23 00:00:00"
"2127742609";"Colruyt Brugge (Sint-Pieters)";"Veemarktstraat";"1";"8000";"Brugge";"2027NL00475";"2027/08/08 00:00:00";"2026/01/23 00:00:00"
"2191653038";"Pizza Hut";"Weiveldlaan";"10B";"1930";"Zaventem";"2028NF00040";"2028/11/07 00:00:00";"2026/01/23 00:00:00"
"2055300237";"SPAR";"Edingsesteenweg";"313";"9400";"Ninove";"2028NL00111";"2028/06/13 00:00:00";"2026/01/23 00:00:00"
"2257074489";"PUUR";"Stokstraat";"2A";"8650";"Houthulst";"2028NL00858";"2028/11/28 00:00:00";"2026/01/23 00:00:00"
"2143151355";"Cuisine d'Eté";"Heuvenstraat";"14";"3520";"Zonhoven";"2028NL00110";"2028/06/13 00:00:00";"2026/01/23 00:00:00"
"2078186792";"Slagerij-Traiteur Vandycke";"Lippenslaan";"101";"8300";"Knokke-Heist";"2028NL00859";"2028/12/15 00:00:00";"2026/01/23 00:00:00"
"2220438381";"SUSHI GOURMET";"Clos Lucien Outers";"1";"1160";"Oudergem";"2028FR00086";"2028/05/01 00:00:00";"2026/01/23 00:00:00"
"2167025827";"RENMANS";"Rue de Bruxelles";"86";"4340";"Awans";"2028FR00093";"2028/06/18 00:00:00";"2026/01/23 00:00:00"
"2134334154";"Quality Meat Renmans";"Alsembergsesteenweg";"173";"1500";"Halle";"2028NL00108";"2028/06/21 00:00:00";"2026/01/23 00:00:00"
"2314495719";"Fonteyne The Kitchen";"Brusselsesteenweg";"402";"3090";"Overijse";"2028FR00107";"2028/05/28 00:00:00";"2026/01/23 00:00:00"
"2091947233";"KOZAKKESHOF";"Nedermolenstraat";"91";"9310";"Aalst";"2028NL00857";"2028/12/16 00:00:00";"2026/01/23 00:00:00"
"2139124766";"S.A.  QUALITY MEAT RENMANS";"Chaussée de Grammont(L)";"100";"7860";"Lessines";"2028FR00095";"2028/06/06 00:00:00";"2026/01/23 00:00:00"
"2002133250";"Van Engelandt N.V.";"Ropsy Chaudronstraat";"83";"1070";"Anderlecht";"2028NF00582";"2028/05/14 00:00:00";"2026/01/23 00:00:00"
"2027093330";"Quality Meat Renmans";"Chaussée de Tirlemont(WAN)";"20";"4520";"Wanze";"2028FR00088";"2028/06/13 00:00:00";"2026/01/23 00:00:00"
"2298998087";"Fonteyne the Kitchen Wemmel";"Markt";"63";"1780";"Wemmel";"2028FR00106";"2028/05/21 00:00:00";"2026/01/23 00:00:00"
"2278851781";"AD CHAUDFONTAINE";"Rue du Général Jacques";"99";"4051";"Chaudfontaine";"2028FR00098";"2028/05/16 00:00:00";"2026/01/23 00:00:00"
"2060069469";"CARREFOUR HERSTAL 0661";"Rue Basse Campagne";"1";"4040";"Herstal";"2028FR00100";"2028/06/19 00:00:00";"2026/01/23 00:00:00"
"2142156710";"Quality Meat Renmans";"Libramont,Rue de Tibêtême";"1 A";"6800";"Libramont-Chevigny";"2028FR00089";"2028/06/29 00:00:00";"2026/01/23 00:00:00"
"2158758259";"QUALITY MEAT RENMANS";"rue de Rochefort";"175";"5570";"Beauraing";"2028FR00092";"2028/06/21 00:00:00";"2026/01/23 00:00:00"
"2136345222";"Quality Meat Renmans";"Rue Saint-Jacques";"357";"5500";"Dinant";"2028FR00090";"2028/07/03 00:00:00";"2026/01/23 00:00:00"
"2053404183";"AD DELHAIZE";"Rue de Marche";"112";"6600";"Bastogne";"2027FR00155";"2027/04/22 00:00:00";"2026/01/23 00:00:00"
"2353066085";"DUFRAIS CHATELINEAU";"Rue des Mottards";"130";"6200";"Châtelet";"2027FR00005";"2027/05/12 00:00:00";"2026/01/23 00:00:00"
"2185223225";"AD Delhaize";"Wespelaarsebaan";"126";"3190";"Boortmeerbeek";"2028NL00459";"2028/06/23 00:00:00";"2026/01/23 00:00:00"
"2090561519";"ALDI";"Rue de Wanfercée-Baulet(WB)";"13";"6224";"Fleurus";"2027FR00158";"2027/05/04 00:00:00";"2026/01/23 00:00:00"
"2265745301";"BUURTSLAGERS";"Tentoonstellingslaan";"65";"9000";"Gent";"2027NL00029";"2027/05/14 00:00:00";"2026/01/23 00:00:00"
"2186699704";"ALDI MARKT";"Handelslei";"199";"2980";"Zoersel";"2027NL00014";"2027/06/17 00:00:00";"2026/01/23 00:00:00"
"2090457391";"VRT";"Boulevard Auguste Reyers";"52";"1030";"Schaarbeek";"2027NL00024";"2027/05/04 00:00:00";"2026/01/23 00:00:00"
"2065235908";"SALVE MARTINE";"Chaussée de Recogne,NEU";"88";"6840";"Neufchâteau";"2027FR00156";"2027/04/22 00:00:00";"2026/01/23 00:00:00"
"2295716915";"CHATEAU CHENOIS GESTION";"Chaussée de Louvain";"150";"1380";"Lasne";"2027FR00003";"2027/05/30 00:00:00";"2026/01/23 00:00:00"
"2081777772";"AUX DELICES DE LA HOUILLE";"Rue Grande, Venc.";"36";"5575";"Vencimont";"2027FR00008";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2133691578";"BOUCHERIE AD DELHAIZE";"Rue de Marche";"112";"6600";"Bastogne";"2027FR00161";"2027/04/28 00:00:00";"2026/01/23 00:00:00"
"2090567853";"ALDI";"Chaussée de Charleroi(Jod.)";"103";"1370";"Jodoigne";"2027FR00001";"2027/05/24 00:00:00";"2026/01/23 00:00:00"
"2003772550";"ALDI MARKT";"Willy Vandersteenplein (Heide)";"16";"2920";"Kalmthout";"2027NL00015";"2027/07/06 00:00:00";"2026/01/23 00:00:00"
"2305513816";"Bakkerij Aernoudt Deinze";"Kapellestraat";"55";"9800";"Deinze";"2027NL00269";"2027/05/27 00:00:00";"2026/01/23 00:00:00"
"2145622479";"Proxy Delhaize";"Rue Trieu-Mélun(VEL)";"22";"5060";"Velaine-sur-Sambre";"2027FR00006";"2027/05/22 00:00:00";"2026/01/23 00:00:00"
"2154218857";"Instituut Stella Matutina";"Groenstraat";"15";"9660";"Brakel";"2028NL00511";"2028/02/21 00:00:00";"2026/01/23 00:00:00"
"2189459353";"POINT CHAUD";"Rue Pierre Joseph Antoine";"96";"4040";"Herstal";"2027FR00157";"2027/05/20 00:00:00";"2026/01/23 00:00:00"
"2177768774";"BUURTSLAGERS";"Pareinpark(BEV)";"3A";"9120";"Beveren-Kruibeke-Zwijndrecht";"2027NL00012";"2027/06/10 00:00:00";"2026/01/23 00:00:00"
"2215674493";"VISHANDEL VAN DER STEEN GEERT & CHRIS";"Westeindestraat";"46";"9990";"Maldegem";"2027NL00272";"2027/06/28 00:00:00";"2026/01/23 00:00:00"
"2299058267";"Buurtslagers";"Grote Markt";"16";"2260";"Westerlo";"2027NL00028";"2027/02/27 00:00:00";"2026/01/23 00:00:00"
"2309129738";"YPERCON";"Mouveldstraat";"20";"3850";"Nieuwerkerken (Limb.)";"2027NL00020";"2027/06/10 00:00:00";"2026/01/23 00:00:00"
"2025904089";"Spar Drieslinter";"Stationsstraat";"2";"3350";"Linter";"2027NL00013";"2027/05/16 00:00:00";"2026/01/23 00:00:00"
"2062108053";"ALDI MARCHE";"Allée Verte";"58";"4600";"Visé";"2027FR00009";"2027/06/30 00:00:00";"2026/01/23 00:00:00"
"2289748742";"Bakkerij Aernoudt";"Steenweg op Aalst";"90";"9620";"Zottegem";"2027NL00274";"2027/05/29 00:00:00";"2026/01/23 00:00:00"
"2166831629";"Hoofdzetel van : Stella Matutina Internaat";"Groenstraat";"11";"9660";"Brakel";"2028NL00510";"2028/02/21 00:00:00";"2026/01/23 00:00:00"
"2178918324";"LE PAIN QUOTIDIEN";"Markt";"75";"1780";"Wemmel";"2028FR00211";"2028/02/14 00:00:00";"2026/01/23 00:00:00"
"2279280165";"ROGER VDK+";"Oudenburgsesteenweg";"31";"8400";"Oostende";"2028NL00210";"2028/02/17 00:00:00";"2026/01/23 00:00:00"
"2173978549";"PIZZA HUT";"Parklaan";"80";"2300";"Turnhout";"2028NL00509";"2028/02/21 00:00:00";"2026/01/23 00:00:00"
"2354540386";"AD Delhaize Reet";"'s Herenbaan";"178";"2840";"Rumst";"2027NL00857";"2027/12/19 00:00:00";"2026/01/23 00:00:00"
"2155016930";"De Schakel  vzw";"Schakelveld";"20";"2490";"Balen";"2027NL00856";"2027/12/19 00:00:00";"2026/01/23 00:00:00"
"2345381113";"Orelia Zorg - Jardin Intérieur";"Rue Jean-Baptiste Chamart(FB)";"9";"7911";"Frasnes-lez-Anvaing";"2027FR00311";"2027/12/19 00:00:00";"2026/01/23 00:00:00"
"2356760401";"Delhaize Hopland";"Meir";"78";"2000";"Antwerpen";"2027NL00860";"2027/12/19 00:00:00";"2026/01/23 00:00:00"
"2127752903";"Colruyt Nivelles";"Chaussée de Bruxelles";"170";"1400";"Nivelles";"2028FR00254";"2028/04/04 00:00:00";"2026/01/23 00:00:00"
"2134892893";"OKAY AFFLIGEM";"Brusselbaan";"286";"1790";"Affligem";"2028NL00422";"2028/04/02 00:00:00";"2026/01/23 00:00:00"
"2127745181";"Colruyt Eeklo";"Vrombautstraat";"24";"9900";"Eeklo";"2028NL00419";"2028/04/04 00:00:00";"2026/01/23 00:00:00"
"2023584702";"SUPERMARKT SAELMANS";"Abdijstraat";"40";"3930";"Hamont-Achel";"2028NL00186";"2028/07/21 00:00:00";"2026/01/23 00:00:00"
"2144118484";"OSERIS SA";"Chaussée de Douai(TOU)";"354";"7500";"Tournai";"2028FR00172";"2028/08/29 00:00:00";"2026/01/23 00:00:00"
"2027093924";"Quality Meat Renmans";"Avenue de Belle-Mine";"26";"5300";"Andenne";"2028FR00173";"2028/08/11 00:00:00";"2026/01/23 00:00:00"
"2075659547";"SPAR";"Quai du Gravier";"1";"6980";"La-Roche-en-Ardenne";"2028FR00170";"2028/06/27 00:00:00";"2026/01/23 00:00:00"
"2144088295";"VDAB";"Archimedesstraat";"4";"8400";"Oostende";"2028NL00209";"2028/02/18 00:00:00";"2026/01/23 00:00:00"
"2250650616";"Résidence du Château d'Or";"Rue du Château d'Or";"12";"1180";"Ukkel";"2028FR00392";"2028/12/19 00:00:00";"2026/01/23 00:00:00"
"2127738055";"COLRUYT ST-PIETERS LEEUW";"Bergensesteenweg";"201";"1600";"Sint-Pieters-Leeuw";"2027NL00430";"2027/06/03 00:00:00";"2026/01/23 00:00:00"
"2055168692";"ALDI MARKT";"De Vloot";"6";"3530";"Houthalen-Helchteren";"2027NL00647";"2027/12/14 00:00:00";"2026/01/23 00:00:00"
"2032037855";"PIZZA HUT";"Pacificatielaan";"6";"9000";"Gent";"2027NL00566";"2027/10/28 00:00:00";"2026/01/23 00:00:00"
"2122337630";"Dellafaille, Michel";"Turnhoutsebaan";"99";"2970";"Schilde";"2028NL00109";"2028/05/23 00:00:00";"2026/01/23 00:00:00"
"2350729474";"Boulangerie Louise";"Rue Arnold Delsupexhe";"44";"4040";"Herstal";"2028FR00099";"2028/05/08 00:00:00";"2026/01/23 00:00:00"
"2131479384";"SPAR";"Rue de Marche";"21";"6950";"Nassogne";"2028FR00105";"2028/05/24 00:00:00";"2026/01/23 00:00:00"
"2367309744";"Point Chaud Jemeppe";"Rue de la Station";"99";"4101";"Seraing";"2028FR00104";"2028/06/06 00:00:00";"2026/01/23 00:00:00"
"2298997493";"Fonteyne The Kitchen Fort Jaco";"Chaussée de Waterloo";"1395";"1180";"Ukkel";"2028FR00102";"2028/05/16 00:00:00";"2026/01/23 00:00:00"
"2298997196";"Fonteyne The Kitchen Woluwe";"Av Baron Albert d'Huart";"27";"1150";"Sint-Pieters-Woluwe";"2028FR00103";"2028/05/16 00:00:00";"2026/01/23 00:00:00"
"2104471814";"Banque Nationale de Belgique - Nationale Bank van België - Belgische Nationalbank";"Boulevard de Berlaimont";"14";"1000";"Brussel";"2028NF00024";"2028/02/10 00:00:00";"2026/01/23 00:00:00"
"2295620608";"SARICAL DISTRIBUTION";"Emile Dancoplein";"10";"1180";"Ukkel";"2028FR00087";"2028/06/08 00:00:00";"2026/01/23 00:00:00"
"2321687179";"ROEAL";"Rue de l'Eglise (O.)";"7";"7034";"Mons";"2028FR00101";"2028/06/01 00:00:00";"2026/01/23 00:00:00"
"2055370513";"'t Picolootje";"Sint Trudostraat";"34";"3990";"Peer";"2027NL00271";"2027/06/28 00:00:00";"2026/01/23 00:00:00"
"2098697839";"SPAR";"Rue du Curé";"15/A";"6890";"Libin";"2027FR00002";"2027/05/02 00:00:00";"2026/01/23 00:00:00"
"2297881696";"Albert Heijn";"Bergensesteenweg";"65";"1600";"Sint-Pieters-Leeuw";"2027NL00018";"2027/05/04 00:00:00";"2026/01/23 00:00:00"
"2346477114";"MA KWIZIEN";"Tenhovestraat";"9A";"8700";"Tielt";"2028NL00211";"2028/02/22 00:00:00";"2026/01/23 00:00:00"
